,link,parsed_lists
130,https://fi.linkedin.com/jobs/view/clinical-bioinformatics-engineer-at-blueprint-genetics-3733222234?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=LZVO%2BPShQIi7Y7KkclG06A%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,"Expertise in bioinformatics including large scale bioinformatic workloads, workflow management languages, large scale NGS data management and AWS cloud
Experience in large scale batch job analyses and related data management challenges
Experience with software maintenance processes
Knowledge of Medical Device regulation and developing Medical Device software"
130,https://fi.linkedin.com/jobs/view/clinical-bioinformatics-engineer-at-blueprint-genetics-3733222234?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=LZVO%2BPShQIi7Y7KkclG06A%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card,"The opportunity to work for a company that makes a real difference – Blueprint Genetics has a clear and motivating purpose to improve the lives of patients and families affected by inherited diseases
A positive and international work environment with great people from different fields of expertise. We are a team of close to 300 experienced professionals, who collaborate to drive genetic knowledge forward
Employee benefits such as participation in performance-based bonus payment system, extensive occupational healthcare with Heltti, sports, culture & wellbeing benefit, team events & office parties
Hybrid work – we like to see each other at the office from time to time, but offer an opportunity to work remotely as well"
131,https://fi.linkedin.com/jobs/view/software-engineer-ubuntu-core-at-canonical-3673080309?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=E0%2BlGqhH%2BQPI2rkkVl2DcA%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card,"Develop system daemons with REST APIs in Golang
Integrate diverse bootloaders and maintain gadget snaps
Collaborate proactively with a distributed team
Write high quality code with unit tests to create new features
Debug issues and produce high quality fixes
Review code produced by other engineers
Discuss ideas and collaborate on finding good solutions
Work from home with global travel 2 to 4 times a year for internal and external events"
131,https://fi.linkedin.com/jobs/view/software-engineer-ubuntu-core-at-canonical-3673080309?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=E0%2BlGqhH%2BQPI2rkkVl2DcA%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card,"You love technology and working with brilliant people
You are curious, flexible, articulate, and accountable
You value soft skills and are passionate, enterprising, thoughtful, and self-motivated
You have a Bachelor's or equivalent in Computer Science, STEM or similar degree
You have experience with Golang, C/C++, and Shell
You have a solid understanding of Linux and a modern GNU/Linux distribution, Debian or Ubuntu preferred
You have experience or interest in low-level system and security facilities such as:
Bootloaders in ARM and X86, such as piboot, uboot, grub-uefi
Systemd and units, udev, initrd, graphics
OS level firmware daemons and CLI applications
Linux security implementations - TPM, FDE, LUKS, HSM, etc. 
You have experience with API design and development - REST/gRPC or similar
You have personal or professional experience with Linux-capable devices such as Raspberry Pi"
131,https://fi.linkedin.com/jobs/view/software-engineer-ubuntu-core-at-canonical-3673080309?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=E0%2BlGqhH%2BQPI2rkkVl2DcA%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card,"Bootloaders in ARM and X86, such as piboot, uboot, grub-uefi
Systemd and units, udev, initrd, graphics
OS level firmware daemons and CLI applications
Linux security implementations - TPM, FDE, LUKS, HSM, etc. "
132,https://fi.linkedin.com/jobs/view/software-engineer-data-infrastructure-opensearch-elasticsearch-at-canonical-3673078776?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=Q6PrELgvD0ch2%2Byevn%2BsPA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,"Collaborate proactively with an internationally distributed team
Write high-quality, idiomatic Python code to create new features
Debug issues and interact with upstream communities publicly
Work with helpful and talented engineers including experts in a diverse set of fields
Work from home with global travel for 2 to 4 weeks per year for internal and external events"
132,https://fi.linkedin.com/jobs/view/software-engineer-data-infrastructure-opensearch-elasticsearch-at-canonical-3673078776?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=Q6PrELgvD0ch2%2Byevn%2BsPA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,"Proven hands-on experience in software development using Python
Proven hands-on experience in distributed systems development
Bachelor's or equivalent in Computer Science, STEM, or a similar degree
Willingness to travel up to 4 times a year for internal events"
132,https://fi.linkedin.com/jobs/view/software-engineer-data-infrastructure-opensearch-elasticsearch-at-canonical-3673078776?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=Q6PrELgvD0ch2%2Byevn%2BsPA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,"Experience operating and managing search and analytics engines like Elasticsearch, Logstash, KIbana, and OpenSearch
Experience with Linux systems administration, package management, and operations
Experience with the public cloud or a private cloud solution like OpenStack
Experience with operating Kubernetes clusters and a belief that it can be used for serious persistent data services"
132,https://fi.linkedin.com/jobs/view/software-engineer-data-infrastructure-opensearch-elasticsearch-at-canonical-3673078776?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=Q6PrELgvD0ch2%2Byevn%2BsPA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,"Fully remote working environment - we've been working remotely since 2004!
Personal learning and development budget of 2,000USD per annum
Annual compensation review
Recognition rewards
Annual holiday leave
Parental Leave
Employee Assistance Programme
Opportunity to travel to new locations to meet colleagues at 'sprints'
Priority Pass for travel and travel upgrades for long haul company events"
133,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-hybrid-remote-at-jefferson-frank-3709921953?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=8WAw0XFh1k0XtES9IM8QsQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card," Our Client's global mission is to help enterprises embrace the global digital identity ecosystem, improve operational effectiveness and build trusted business relationships.
 Our Client is a Europe-based Identity Services specialist and offers a comprehensive CIAM (Customer Identity & Access Management) & LEI (Legal Entity Identifier) platform to manage the digital identities of customers, workforce and organisations.
 Through their RapidLEI service, the company is the largest accredited LEI issuer globally and has issued verified organisation identities to over 200,000 organisations."
133,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-hybrid-remote-at-jefferson-frank-3709921953?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=8WAw0XFh1k0XtES9IM8QsQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card," Our Client works with enterprises, banks, fintech/regtech, and Government for internal and client use of digital identity in digital identity management, KYC/KYB, and legal entity regulatory requirements"
133,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-hybrid-remote-at-jefferson-frank-3709921953?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=8WAw0XFh1k0XtES9IM8QsQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card," Headcount: Total 60 people (30 Finland, 25 UK, 5 Sweden.)
 Two Engineering teams working on separate projects (6 tech professionals)
 Four person's operations team"
133,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-hybrid-remote-at-jefferson-frank-3709921953?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=8WAw0XFh1k0XtES9IM8QsQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card, Strong plans to scale their Engineering team working on the SaaS product.
133,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-hybrid-remote-at-jefferson-frank-3709921953?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=8WAw0XFh1k0XtES9IM8QsQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card, Career progression for a Lead Engineer when the organisation scales for (5 engineers would be beneath you) leading 1-1 talks and operational responsibilities.
133,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-hybrid-remote-at-jefferson-frank-3709921953?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=8WAw0XFh1k0XtES9IM8QsQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card," Examining and defining current and future architecture systems
 Designing scalable architecture systems for cloud native applications
 Contribute in all phases of the development lifecycle in Agile development teams
 Write well designed, testable, efficient code for frontend, backend and infrastructure
 Prepare and produce releases of software components
 Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review
 Troubleshooting design flaws and system bottlenecks, also related to AWS and DevOps tools"
133,https://fi.linkedin.com/jobs/view/senior-software-engineer-helsinki-hybrid-remote-at-jefferson-frank-3709921953?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=8WAw0XFh1k0XtES9IM8QsQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card," Open environment where innovation, learning and actions are encouraged.
 Super-exciting new development projects without legacy components holding you back.
 Close knit team of intelligent colleagues working to solve complex problems together.
 Competitive salary with additional benefits, plus ability to benefit from the success of the company.
 Freedom to choose your tools - macOS, Linux, Windows, whichever works for you.
 They have 4 unique and highly specialised Products within the IAM and ISaaS space."
134,https://fi.linkedin.com/jobs/view/software-engineer-data-infrastructure-kafka-at-canonical-3673790997?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=eli4R%2FzGZpGKLKCSja8fIw%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,"Collaborate proactively with a distributed team
Write high-quality, idiomatic Python code to create new features
Debug issues and interact with upstream communities publicly
Work with helpful and talented engineers including experts in many fields
Discuss ideas and collaborate on finding good solutions
Work from home with global travel for 2 to 4 weeks per year for internal and external events"
134,https://fi.linkedin.com/jobs/view/software-engineer-data-infrastructure-kafka-at-canonical-3673790997?refId=nwFfwTL00jxDvBxvLYpJMQ%3D%3D&trackingId=eli4R%2FzGZpGKLKCSja8fIw%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card,"Proven hands-on experience in software development using Python
Proven hands-on experience in distributed systems, such as Kafka and Spark
Have a Bachelor's or equivalent in Computer Science, STEM, or a similar degree
Willingness to travel up to 4 times a year for internal events"
